,content_ps,topic_ps,type_re,topic_re,title_re,content_re,label
579,"Teesside-based workwear supplier MI Supplies is dedicated to providing a high standard of customer service. However, profitability has occasionally been compromised to maintain the standard and the company has made a loss.  MI Supplies recognised it needed staff commitment to the customer service vision to keep employees motivated through periods where the business wasn’t profitable.",Leadership & Strategy,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",1.0
580,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",0.0
581,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,People & Team,Improve the way you performance manage staff,"At the heart of it, performance management involves a business and its employee getting the most out of the relationship. For the business, the process involves ensuring it is able to best leverage the skills and experience an individual has while, or an employee, it helps drive learning and development key to their current job role and future career. Taking the time to ensure the way your business performance manages staff will help both sides and drive important improvements and change.",0.0
582,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Planning,Making an informed decision about investing in your business,"Investing is a big decision and many business leaders are hesitant because it might not go to plan. But, without investment, some areas can become ineffective and stagnate. By talking to peers and staff, looking at what support is available, and making a clear business case for new investments, you can make a more informed decision and identify the investments which will have the most impact in the long term.",0.0
583,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Planning,Predict future trends in your market,"Market disruptors, new technology and cultural shifts can all have an impact on business development, but business leaders need to focus on predicting future trends, rather than just reacting to change. This starts with keeping yourself and your employees proactively engaged in change and encouraging a company culture that anticipates what’s ahead.",1.0
584,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Sales & Growth,Identifying growth opportunities in your current customer base,Starting at the bottom of your sales funnel is a great way to increase revenue. What new opportunities can you find to help your existing customers? Market research is easier because you have existing relationships and the cost of sale is likely to be lower because you don’t need to reach a new audience.,1.0
585,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,guides,People & Team,An introduction to improving hiring and onboarding practices,"Businesses need strong hiring and onboarding practices to attract and retain talent that’s moving around more than ever.The current challenges faced by business leaders are indicative of how much employee expectations and ambitions have changed. The era of lifetime employment is over – 21 per cent of millennials changed jobs in the past year, more than three times the number of non-millennials.There are also higher expectations for onboarding too. Research found that 91 per cent would consider leaving a job within their first month and 93 per cent during their probation period.Few businesses can afford to make mistakes when it comes to hiring, whether it’s recruiting the wrong person or failing to spend enough time integrating them into the company.It’s essential to think about how – and where – you’re finding candidates and what their first experiences of your business are like.In this guide, we’ll look at how hiring and onboarding has changed, common mistakes companies make and quick wins that can improve your practices. The next step will be to use our focussed Action Plan to direct your change and improvement.",0.0
586,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,guides,Leadership & Strategy,An introduction to getting better at delegating and giving your team autonomy,"As businesses grow many leaders find it difficult to give up control. However, giving your team autonomy benefits both you and your staff.",0.0
587,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,guides,Sales & Growth,An introduction to benchmarking your business against competitors,Finding out exactly how your business shapes up against your competitors is key to ensuring its success in a crowded market.,1.0
588,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Digital Readiness ,Setting your objective,Beginning the adoption of any new technology should start with being clear about what you want the software to do or the problem you’d like it to fix. That will help direct any future decisions you need to make and prevent you from investing in something your business either doesn’t need or won’t actually use.,1.0
589,"Newcastle-based car repair marketplace WhoCanFixMyCar.com faced the challenge of building a sustainable business in an industry with a high customer churn rate. Clients were usually small garages, which could be booked up for a month and then suddenly drop off the site – meaning the sales team struggled to build lasting relationships.",Sales & Growth,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",1.0
590,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",0.0
591,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,People & Team,Improve the way you performance manage staff,"At the heart of it, performance management involves a business and its employee getting the most out of the relationship. For the business, the process involves ensuring it is able to best leverage the skills and experience an individual has while, or an employee, it helps drive learning and development key to their current job role and future career. Taking the time to ensure the way your business performance manages staff will help both sides and drive important improvements and change.",1.0
592,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Planning,Making an informed decision about investing in your business,"Investing is a big decision and many business leaders are hesitant because it might not go to plan. But, without investment, some areas can become ineffective and stagnate. By talking to peers and staff, looking at what support is available, and making a clear business case for new investments, you can make a more informed decision and identify the investments which will have the most impact in the long term.",0.0
593,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Planning,Predict future trends in your market,"Market disruptors, new technology and cultural shifts can all have an impact on business development, but business leaders need to focus on predicting future trends, rather than just reacting to change. This starts with keeping yourself and your employees proactively engaged in change and encouraging a company culture that anticipates what’s ahead.",0.0
594,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Sales & Growth,Identifying growth opportunities in your current customer base,Starting at the bottom of your sales funnel is a great way to increase revenue. What new opportunities can you find to help your existing customers? Market research is easier because you have existing relationships and the cost of sale is likely to be lower because you don’t need to reach a new audience.,0.0
595,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,guides,People & Team,An introduction to improving hiring and onboarding practices,"Businesses need strong hiring and onboarding practices to attract and retain talent that’s moving around more than ever.The current challenges faced by business leaders are indicative of how much employee expectations and ambitions have changed. The era of lifetime employment is over – 21 per cent of millennials changed jobs in the past year, more than three times the number of non-millennials.There are also higher expectations for onboarding too. Research found that 91 per cent would consider leaving a job within their first month and 93 per cent during their probation period.Few businesses can afford to make mistakes when it comes to hiring, whether it’s recruiting the wrong person or failing to spend enough time integrating them into the company.It’s essential to think about how – and where – you’re finding candidates and what their first experiences of your business are like.In this guide, we’ll look at how hiring and onboarding has changed, common mistakes companies make and quick wins that can improve your practices. The next step will be to use our focussed Action Plan to direct your change and improvement.",1.0
596,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,guides,Leadership & Strategy,An introduction to getting better at delegating and giving your team autonomy,"As businesses grow many leaders find it difficult to give up control. However, giving your team autonomy benefits both you and your staff.",1.0
597,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,guides,Sales & Growth,An introduction to benchmarking your business against competitors,Finding out exactly how your business shapes up against your competitors is key to ensuring its success in a crowded market.,0.0
598,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Digital Readiness ,Setting your objective,Beginning the adoption of any new technology should start with being clear about what you want the software to do or the problem you’d like it to fix. That will help direct any future decisions you need to make and prevent you from investing in something your business either doesn’t need or won’t actually use.,0.0
599,"At Claromentis, innovation is integral to keeping its product competitive. But when it came to hiring a diverse team to boost creativity, the firm found it difficult to attract enough women for certain roles. As a result, the 30 person-strong company was left with predominantly male teams and a more restricted perspective.",People & Team,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",0.0
600,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",1.0
601,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,People & Team,Improve the way you performance manage staff,"At the heart of it, performance management involves a business and its employee getting the most out of the relationship. For the business, the process involves ensuring it is able to best leverage the skills and experience an individual has while, or an employee, it helps drive learning and development key to their current job role and future career. Taking the time to ensure the way your business performance manages staff will help both sides and drive important improvements and change.",0.0
602,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Planning,Making an informed decision about investing in your business,"Investing is a big decision and many business leaders are hesitant because it might not go to plan. But, without investment, some areas can become ineffective and stagnate. By talking to peers and staff, looking at what support is available, and making a clear business case for new investments, you can make a more informed decision and identify the investments which will have the most impact in the long term.",1.0
603,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Planning,Predict future trends in your market,"Market disruptors, new technology and cultural shifts can all have an impact on business development, but business leaders need to focus on predicting future trends, rather than just reacting to change. This starts with keeping yourself and your employees proactively engaged in change and encouraging a company culture that anticipates what’s ahead.",0.0
604,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Sales & Growth,Identifying growth opportunities in your current customer base,Starting at the bottom of your sales funnel is a great way to increase revenue. What new opportunities can you find to help your existing customers? Market research is easier because you have existing relationships and the cost of sale is likely to be lower because you don’t need to reach a new audience.,1.0
605,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,guides,People & Team,An introduction to improving hiring and onboarding practices,"Businesses need strong hiring and onboarding practices to attract and retain talent that’s moving around more than ever.The current challenges faced by business leaders are indicative of how much employee expectations and ambitions have changed. The era of lifetime employment is over – 21 per cent of millennials changed jobs in the past year, more than three times the number of non-millennials.There are also higher expectations for onboarding too. Research found that 91 per cent would consider leaving a job within their first month and 93 per cent during their probation period.Few businesses can afford to make mistakes when it comes to hiring, whether it’s recruiting the wrong person or failing to spend enough time integrating them into the company.It’s essential to think about how – and where – you’re finding candidates and what their first experiences of your business are like.In this guide, we’ll look at how hiring and onboarding has changed, common mistakes companies make and quick wins that can improve your practices. The next step will be to use our focussed Action Plan to direct your change and improvement.",0.0
606,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,guides,Leadership & Strategy,An introduction to getting better at delegating and giving your team autonomy,"As businesses grow many leaders find it difficult to give up control. However, giving your team autonomy benefits both you and your staff.",0.0
607,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,guides,Sales & Growth,An introduction to benchmarking your business against competitors,Finding out exactly how your business shapes up against your competitors is key to ensuring its success in a crowded market.,1.0
608,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Digital Readiness ,Setting your objective,Beginning the adoption of any new technology should start with being clear about what you want the software to do or the problem you’d like it to fix. That will help direct any future decisions you need to make and prevent you from investing in something your business either doesn’t need or won’t actually use.,0.0
609,"York-based leather retailer Maxwell Scott found it challenging to transition its door-to-door business into a digital success. CEO William Forshaw started the business by visiting corporates and selling directly to staff. After seven years, the company launched a website, but it only produced “okay” results and the company needed to look to external sources to get the insight it needed.",Digital Readiness,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",1.0
610,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",0.0
611,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,People & Team,Improve the way you performance manage staff,"At the heart of it, performance management involves a business and its employee getting the most out of the relationship. For the business, the process involves ensuring it is able to best leverage the skills and experience an individual has while, or an employee, it helps drive learning and development key to their current job role and future career. Taking the time to ensure the way your business performance manages staff will help both sides and drive important improvements and change.",0.0
612,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Planning,Making an informed decision about investing in your business,"Investing is a big decision and many business leaders are hesitant because it might not go to plan. But, without investment, some areas can become ineffective and stagnate. By talking to peers and staff, looking at what support is available, and making a clear business case for new investments, you can make a more informed decision and identify the investments which will have the most impact in the long term.",1.0
613,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Planning,Predict future trends in your market,"Market disruptors, new technology and cultural shifts can all have an impact on business development, but business leaders need to focus on predicting future trends, rather than just reacting to change. This starts with keeping yourself and your employees proactively engaged in change and encouraging a company culture that anticipates what’s ahead.",1.0
614,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Sales & Growth,Identifying growth opportunities in your current customer base,Starting at the bottom of your sales funnel is a great way to increase revenue. What new opportunities can you find to help your existing customers? Market research is easier because you have existing relationships and the cost of sale is likely to be lower because you don’t need to reach a new audience.,1.0
615,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,guides,People & Team,An introduction to improving hiring and onboarding practices,"Businesses need strong hiring and onboarding practices to attract and retain talent that’s moving around more than ever.The current challenges faced by business leaders are indicative of how much employee expectations and ambitions have changed. The era of lifetime employment is over – 21 per cent of millennials changed jobs in the past year, more than three times the number of non-millennials.There are also higher expectations for onboarding too. Research found that 91 per cent would consider leaving a job within their first month and 93 per cent during their probation period.Few businesses can afford to make mistakes when it comes to hiring, whether it’s recruiting the wrong person or failing to spend enough time integrating them into the company.It’s essential to think about how – and where – you’re finding candidates and what their first experiences of your business are like.In this guide, we’ll look at how hiring and onboarding has changed, common mistakes companies make and quick wins that can improve your practices. The next step will be to use our focussed Action Plan to direct your change and improvement.",0.0
616,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,guides,Leadership & Strategy,An introduction to getting better at delegating and giving your team autonomy,"As businesses grow many leaders find it difficult to give up control. However, giving your team autonomy benefits both you and your staff.",0.0
617,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,guides,Sales & Growth,An introduction to benchmarking your business against competitors,Finding out exactly how your business shapes up against your competitors is key to ensuring its success in a crowded market.,0.0
618,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Digital Readiness ,Setting your objective,Beginning the adoption of any new technology should start with being clear about what you want the software to do or the problem you’d like it to fix. That will help direct any future decisions you need to make and prevent you from investing in something your business either doesn’t need or won’t actually use.,1.0
619,"Education company Satchel launched with the intention of reducing teacher workload with their software Show My Homework. But when the time came to expand outside of London, founder and ex-teacher Naimish Gohil struggled to gain traction. The “dead months” of school holidays were hurting cash flow and the education industry was resistant to change.",Sales & Growth,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",1.0
620,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",0.0
621,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,People & Team,Improve the way you performance manage staff,"At the heart of it, performance management involves a business and its employee getting the most out of the relationship. For the business, the process involves ensuring it is able to best leverage the skills and experience an individual has while, or an employee, it helps drive learning and development key to their current job role and future career. Taking the time to ensure the way your business performance manages staff will help both sides and drive important improvements and change.",0.0
622,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Planning,Making an informed decision about investing in your business,"Investing is a big decision and many business leaders are hesitant because it might not go to plan. But, without investment, some areas can become ineffective and stagnate. By talking to peers and staff, looking at what support is available, and making a clear business case for new investments, you can make a more informed decision and identify the investments which will have the most impact in the long term.",1.0
623,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Planning,Predict future trends in your market,"Market disruptors, new technology and cultural shifts can all have an impact on business development, but business leaders need to focus on predicting future trends, rather than just reacting to change. This starts with keeping yourself and your employees proactively engaged in change and encouraging a company culture that anticipates what’s ahead.",0.0
624,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Sales & Growth,Identifying growth opportunities in your current customer base,Starting at the bottom of your sales funnel is a great way to increase revenue. What new opportunities can you find to help your existing customers? Market research is easier because you have existing relationships and the cost of sale is likely to be lower because you don’t need to reach a new audience.,1.0
625,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,guides,People & Team,An introduction to improving hiring and onboarding practices,"Businesses need strong hiring and onboarding practices to attract and retain talent that’s moving around more than ever.The current challenges faced by business leaders are indicative of how much employee expectations and ambitions have changed. The era of lifetime employment is over – 21 per cent of millennials changed jobs in the past year, more than three times the number of non-millennials.There are also higher expectations for onboarding too. Research found that 91 per cent would consider leaving a job within their first month and 93 per cent during their probation period.Few businesses can afford to make mistakes when it comes to hiring, whether it’s recruiting the wrong person or failing to spend enough time integrating them into the company.It’s essential to think about how – and where – you’re finding candidates and what their first experiences of your business are like.In this guide, we’ll look at how hiring and onboarding has changed, common mistakes companies make and quick wins that can improve your practices. The next step will be to use our focussed Action Plan to direct your change and improvement.",0.0
626,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,guides,Leadership & Strategy,An introduction to getting better at delegating and giving your team autonomy,"As businesses grow many leaders find it difficult to give up control. However, giving your team autonomy benefits both you and your staff.",0.0
627,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,guides,Sales & Growth,An introduction to benchmarking your business against competitors,Finding out exactly how your business shapes up against your competitors is key to ensuring its success in a crowded market.,0.0
628,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Digital Readiness ,Setting your objective,Beginning the adoption of any new technology should start with being clear about what you want the software to do or the problem you’d like it to fix. That will help direct any future decisions you need to make and prevent you from investing in something your business either doesn’t need or won’t actually use.,0.0
629,"HR consultancy Jaluch found it challenging to increase digital skills and bring new tools into the business. Founder and MD Helen Jamieson insisted technology was “critical” to the 17 year-old business’s future success and profitability. However, her efforts were greeted with groans, selective hearing and vague promises of taking it more seriously. As a result, the company “limped along”.",Digital Readiness,action plans,Leadership & Strategy,Taking action to overcome a problem in your business,"If you think you’ve found a potential problem in your business, the next step is to decide on the actions you’re going to take in response. What you decide to do – and how quickly you do it – will be pivotal in determining whether the problem can be solved at a small scale or whether it develops into a new, bigger challenge.",1.0
630,Stoke-on-Trent business Blue Bay Travel had to rework internal processes after receiving a £6.5m investment. There was greater demand for “digestible” business insights to help departments make informed decisions. But sourcing these insights was time-consuming and the company recognised that its basic digital approach needed help from marketing technology.,Leadership & Strategy,action plans,Digital Readiness ,Creating an effective remote workforce,"Remote working is nothing new, but before coronavirus it was much more the realm of freelancers or more digitally-focused businesses. Businesses forced into remote working patterns are now experiencing first hand how a blended approach can actually be of benefit. Take advantage of the many common experiences and tools available to devise an approach to remote working that suits your business best.",0.0
